Title,Price,Operating system,Display diagonal,Memory,Main Camera,Front Camera,Delivery,Manufacturer,Manufacturer's country,Features
Смартфон Apple iPhone 13 128GB (PRODUCT)RED,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB (PRODUCT)RED,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB (PRODUCT)RED,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB (PRODUCT)RED,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Blue,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
Смартфон Apple iPhone 13 128GB Midnight,494 990 ₸,iOS,"6,1″ - 15,5 см",128 GB,12 Mpx + 12 Mpx,12 Mpx,бесплатно,Apple,Китай,Режим «Киноэффект» для съёмки видео с малой глубиной резкости (1080p с частотой 30 кадров в секунду)
